CGGTTS  GENERIC DATA FORMAT VERSION = 2E
REV DATE = 2021-08-06
RCVR = ZED-F9T  ubx_s2 Ver. 2024-01-22
CH = 184
IMS = 99999
LAB = BBPPT
X = -1841427.00 m
Y =  6065411.00 m
Z =  -706844.00 m
FRAME = ITRF
COMMENTS =  Ext 1PPS OK
INT DLY =    0.0 ns
CAB DLY =  400.0 ns
REF DLY =    0.0 ns
REF = EXTERNAL
CKSUM = 32
SAT CL  MJD  STTIME TRKL ELV AZTH   REFSV      SRSV     REFSYS    SRSYS  DSG IOE MDTR SMDT MDIO SMDI FR HC FRC CK     TM2      STM2   MSEC    CLKB rcvTow   VLOS   ResPR      SRPR 
C05 FF 60383 073042    1 347 2733    +8778297     +0       -4416     +0    0   7  137   +0  479   +0  0  0 B1i 9B -4375143320 -2147483648   -12 +165559    988    141          +0     +0
C06 FF 60383 073042    1 559 2056    -2724745     +0       -4067     +0    0   7   94   +0  342   +0  0  0 B1i 79 -4375143320 -2147483648   -12 +165559    988 -20578         +70     +0
C07 FF 60383 073042    1 304   91    +9165928     +0       -4644     +0    0   7  154   +0  530   +0  0  0 B1i 5F -4375143320 -2147483648   -12 +165559    988  11771        +657     +0
C08 FF 60383 073042    1 773 1243     -632680     +0       -3613     +0    0   7   80   +0  299   +0  0  0 B1i 62 -4375143320 -2147483648   -12 +165559    988    880        -380     +0
C09 FF 60383 073042    1 589 2312    +6181481     +0       -3970     +0    0   7   91   +0  333   +0  0  0 B1i 75 -4375143320 -2147483648   -12 +165559    988 -17197         -23     +0
C10 FF 60383 073042    1 269 3533     -463733     +0       -4786     +0    0   7  172   +0  573   +0  0  0 B1i 79 -4375143320 -2147483648   -12 +165559    988   4480        +797     +0
C13 FF 60383 073042    1 715 1794    -4250824     +0       -3729     +0    0   7   82   +0  305   +0  0  0 B1i 73 -4375143320 -2147483648   -12 +165559    988   1091        -264     +0
C16 FF 60383 073042    1 525 1947    +3948149     +0       -4165     +0    0   7   98   +0  355   +0  0  0 B1i 87 -4375143320 -2147483648   -12 +165559    988  -1947        +170     +0
C29 FF 60383 073042    1 161   80    -2548685     +0       -5224     +0    0   7  278   +0  728   +0  0  0 B1i 6D -4375143320 -2147483648   -12 +165559    988  -5413       +1244     +0
J02 FF 60383 073042    1 500  594      +22604     +0       -4310     +0    0 189  102   +0  366   +0  0  0 L1C 42 -4375143320 -2147483648   -12 +165559    988   3689        -330     +0
J03 FF 60383 073042    1 301  296       -2287     +0       -4929     +0    0 189  155   +0  522   +0  0  0 L1C 4A -4375143320 -2147483648   -12 +165559    988  -1469        +297     +0
J04 FF 60383 073042    1 449 1057     -509596     +0       -4574     +0    0 189  110   +0  389   +0  0  0 L1C 91 -4375143320 -2147483648   -12 +165559    988  10306         -67     +0
J07 FF 60383 073042    1 654  732       -4044     +0       -4076     +0    0 189   86   +0  312   +0  0  0 L1C 36 -4375143320 -2147483648   -12 +165559    988      5          +0     +0
R01 FF 60383 073042    1 247 1315     -801309     +0       -5047     +0   83  32  185   +0  534   +0  1  0 L1C 81 -4375143320 -2147483648   -12 +165559    988 -2147483647        +580     +0
R02 FF 60383 073042    1 177 1846     +220411     +0       -5640     +0   83  32  254   +0  607   +0 -4  0 L1C 8D -4375143320 -2147483648   -12 +165559    988 -2147483647       +1181     +0
R12 FF 60383 073042    1 601 1292     -381717     +0       -3982     +0   67  32   90   +0  312   +0 -1  0 L1C 81 -4375143320 -2147483648   -12 +165559    988 -2147483647        -520     +0
R13 FF 60383 073042    1 618   11     +449285     +0       -3663     +0  167  30   89   +0  312   +0 -2  0 L1C 75 -4375143320 -2147483648   -12 +165559    988 -2147483647        -720     +0
R17 FF 60383 073042    1 225 2644     -693280     +0       -4646     +0  133  32  203   +0  580   +0  4  0 L1C 9C -4375143320 -2147483648   -12 +165559    988 2147483647        +227     +0
R24 FF 60383 073042    1 270 3229     +472452     +0       -4740     +0   83  32  171   +0  541   +0  2  0 L1C 82 -4375143320 -2147483648   -12 +165559    988 -2147483647          +0     +0
G03 FF 60383 073043    1 212  554    -2515469     +0       -5259     +0    0  59  214   +0  623   +0  0  0 L1C 6A -4375143360 -2147483648   -12 +165657    988  -4208        +627     +0
G06 FF 60383 073043    1 521 2802    -3690277     +0       -4237     +0    0  22   99   +0  356   +0  0  0 L1C 6F -4375143360 -2147483648   -12 +165657    988   -783        -404     +0
G07 FF 60383 073043    1 502 1747     +834100     +0       -4490     +0    0  87  102   +0  358   +0  0  0 L1C 61 -4375143360 -2147483648   -12 +165657    988 -26612        -153     +0
G09 FF 60383 073043    1 249 1493    -1245339     +0       -5378     +0    0  83  184   +0  547   +0  0  0 L1C 92 -4375143360 -2147483648   -12 +165657    988  21949        +744     +0
G11 FF 60383 073043    1 291 2399    +6055896     +0       -4997     +0    0 213  160   +0  516   +0  0  0 L1C 9F -4375143360 -2147483648   -12 +165657    988  23023        +360     +0
G14 FF 60383 073043    1 421  100    -3505307     +0       -4481     +0    0 129  116   +0  417   +0  0  0 L1C 64 -4375143360 -2147483648   -12 +165657    988  27284        -160     +0
G17 FF 60383 073043    1 151 3517    -7143095     +0       -5586     +0    0   9  295   +0  733   +0  0  0 L1C 79 -4375143360 -2147483648   -12 +165657    988   -790        +957     +0
G22 FF 60383 073043    1 252 3520     -167843     +0       -5106     +0    0  81  182   +0  583   +0  0  0 L1C 63 -4375143360 -2147483648   -12 +165657    988  20823        +474     +0
G30 FF 60383 073043    1 649 2401    +4195760     +0       -4071     +0    0 143   86   +0  312   +0  0  0 L1C 72 -4375143360 -2147483648   -12 +165657    988   -837        -564     +0
E02 FF 60383 073043    1 508  353    -1114844     +0       -4220     +0  104 371  101   +0  364   +0  0  0 *E1 65 -4375143360 -2147483648   -12 +165657    988  20595          +0     +0
E03 FF 60383 073043    1 301 1712     +996536     +0       -5225     +0  104 371  155   +0  495   +0  0  0 *E1 7E -4375143360 -2147483648   -12 +165657    988   5527          +0     +0
E08 FF 60383 073043    1 207 2258    +2380784     +0       -5439     +0  104 371  219   +0  605   +0  0  0 *E1 99 -4375143360 -2147483648   -12 +165657    988    243          +0     +0
E15 FF 60383 073043    1 498 2673     +906986     +0       -4314     +0  104 371  102   +0  366   +0  0  0 *E1 8C -4375143360 -2147483648   -12 +165657    988   7371          +0     +0
E18 FF 60383 073043    1 164 3186    -4343592     +0       -5449     +0  104 371  273   +0  708   +0  0  0 *E1 A2 -4375143360 -2147483648   -12 +165657    988   5678          +0     +0
E25 FF 60383 073043    1 352 1078      -25688     +0       -4808     +0  104 371  135   +0  458   +0  0  0 *E1 79 -4375143360 -2147483648   -12 +165657    988   -958          +0     +0
E30 FF 60383 073043    1 181 3427     +924210     +0       -5400     +0  104 370  249   +0  684   +0  0  0 *E1 73 -4375143360 -2147483648   -12 +165657    988   4819          +0     +0
E34 FF 60383 073043    1 441 3510     +994272     +0       -4453     +0  104 371  112   +0  404   +0  0  0 *E1 71 -4375143360 -2147483648   -12 +165657    988 -26864         -10     +0
C01 FF 60383 073043    1 459  820    -8881897     +0       -4202     +0    0   7  109   +0  393   +0  0  0 B1i 7D -4375143360 -2147483648   -12 +165657    988     94          +0     +0
C02 FF 60383 073043    1 629 2794    -5108465     +0       -3748     +0    0   7   88   +0  324   +0  0  0 B1i 83 -4375143360 -2147483648   -12 +165657    988     23        -240     +0
C03 FF 60383 073043    1 822  338     -537842     +0       -3575     +0    0   7   79   +0  298   +0  0  0 B1i 5F -4375143360 -2147483648   -12 +165657    988    173        -434     +0
C04 FF 60383 073043    1 290  846     +340847     +0       -4673     +0    0   7  161   +0  530   +0  0  0 B1i 5B -4375143360 -2147483648   -12 +165657    988   -133        +650     +0
C05 FF 60383 073043    1 347 2733    +8778300     +0       -4413     +0    0   7  137   +0  479   +0  0  0 B1i 8A -4375143360 -2147483648   -12 +165657    988    141          +0     +0
C06 FF 60383 073043    1 559 2056    -2724747     +0       -4069     +0    0   7   94   +0  342   +0  0  0 B1i 7E -4375143360 -2147483648   -12 +165657    988 -20579         +73     +0
C07 FF 60383 073043    1 304   91    +9165929     +0       -4643     +0    0   7  154   +0  530   +0  0  0 B1i 60 -4375143360 -2147483648   -12 +165657    988  11773        +657     +0
C08 FF 60383 073043    1 773 1243     -632682     +0       -3615     +0    0   7   80   +0  299   +0  0  0 B1i 67 -4375143360 -2147483648   -12 +165657    988    880        -380     +0
C09 FF 60383 073043    1 589 2311    +6181479     +0       -3973     +0    0   7   91   +0  333   +0  0  0 B1i 7F -4375143360 -2147483648   -12 +165657    988 -17199         -23     +0
C10 FF 60383 073043    1 269 3533     -463735     +0       -4788     +0    0   7  172   +0  573   +0  0  0 B1i 7E -4375143360 -2147483648   -12 +165657    988   4482        +801     +0
C13 FF 60383 073043    1 715 1794    -4250831     +0       -3736     +0    0   7   82   +0  305   +0  0  0 B1i 70 -4375143360 -2147483648   -12 +165657    988   1090        -264     +0
C16 FF 60383 073043    1 525 1947    +3948146     +0       -4168     +0    0   7   98   +0  355   +0  0  0 B1i 88 -4375143360 -2147483648   -12 +165657    988  -1947        +173     +0
C29 FF 60383 073043    1 161   81    -2548685     +0       -5224     +0    0   7  278   +0  728   +0  0  0 B1i 6F -4375143360 -2147483648   -12 +165657    988  -5406       +1244     +0
J02 FF 60383 073043    1 500  594      +22602     +0       -4312     +0    0 189  102   +0  366   +0  0  0 L1C 43 -4375143360 -2147483648   -12 +165657    988   3689        -327     +0
J03 FF 60383 073043    1 301  296       -2288     +0       -4930     +0    0 189  155   +0  522   +0  0  0 L1C 44 -4375143360 -2147483648   -12 +165657    988  -1469        +294     +0
J04 FF 60383 073043    1 449 1057     -509600     +0       -4577     +0    0 189  110   +0  389   +0  0  0 L1C 87 -4375143360 -2147483648   -12 +165657    988  10305         -63     +0
J07 FF 60383 073043    1 654  732       -4048     +0       -4080     +0    0 189   86   +0  312   +0  0  0 L1C 36 -4375143360 -2147483648   -12 +165657    988      5          +0     +0
R01 FF 60383 073043    1 247 1315     -801311     +0       -5049     +0   83  32  185   +0  534   +0  1  0 L1C 7D -4375143360 -2147483648   -12 +165657    988 -2147483647        +577     +0
R02 FF 60383 073043    1 177 1846     +220406     +0       -5645     +0   83  32  254   +0  607   +0 -4  0 L1C 97 -4375143360 -2147483648   -12 +165657    988 2147483647       +1177     +0
R12 FF 60383 073043    1 601 1292     -381718     +0       -3983     +0   67  32   90   +0  312   +0 -1  0 L1C 84 -4375143360 -2147483648   -12 +165657    988 2147483647        -520     +0
R13 FF 60383 073043    1 618   11     +449280     +0       -3668     +0  167  30   89   +0  312   +0 -2  0 L1C 76 -4375143360 -2147483648   -12 +165657    988 -2147483647        -717     +0
R17 FF 60383 073043    1 225 2644     -693284     +0       -4650     +0  133  32  203   +0  580   +0  4  0 L1C 9C -4375143360 -2147483648   -12 +165657    988 2147483647        +227     +0
R24 FF 60383 073043    1 270 3229     +472446     +0       -4747     +0   83  32  171   +0  541   +0  2  0 L1C 8D -4375143360 -2147483648   -12 +165657    988 -2147483647          +0     +0
G03 FF 60383 073044    1 212  554    -2515464     +0       -5254     +0    0  59  214   +0  623   +0  0  0 L1C 61 -4375143320 -2147483648   -12 +165754    988  -4208        +624     +0
G06 FF 60383 073044    1 521 2802    -3690270     +0       -4231     +0    0  22   99   +0  356   +0  0  0 L1C 63 -4375143320 -2147483648   -12 +165754    988   -784        -407     +0
G07 FF 60383 073044    1 502 1747     +834106     +0       -4485     +0    0  87  102   +0  358   +0  0  0 L1C 6C -4375143320 -2147483648   -12 +165754    988 -26610        -153     +0
G09 FF 60383 073044    1 249 1493    -1245334     +0       -5373     +0    0  83  184   +0  547   +0  0  0 L1C 89 -4375143320 -2147483648   -12 +165754    988  21954        +741     +0
G11 FF 60383 073044    1 291 2399    +6055904     +0       -4990     +0    0 213  160   +0  516   +0  0  0 L1C 8F -4375143320 -2147483648   -12 +165754    988  23021        +360     +0
G14 FF 60383 073044    1 421  100    -3505300     +0       -4473     +0    0 129  116   +0  417   +0  0  0 L1C 5F -4375143320 -2147483648   -12 +165754    988  27283        -160     +0
G17 FF 60383 073044    1 151 3517    -7143090     +0       -5581     +0    0   9  295   +0  733   +0  0  0 L1C 70 -4375143320 -2147483648   -12 +165754    988   -789        +957     +0
G22 FF 60383 073044    1 252 3520     -167839     +0       -5103     +0    0  81  182   +0  583   +0  0  0 L1C 66 -4375143320 -2147483648   -12 +165754    988  20828        +470     +0
G30 FF 60383 073044    1 649 2401    +4195767     +0       -4064     +0    0 143   86   +0  312   +0  0  0 L1C 7C -4375143320 -2147483648   -12 +165754    988   -838        -564     +0
E02 FF 60383 073044    1 508  353    -1114837     +0       -4213     +0  104 371  101   +0  364   +0  0  0 *E1 6A -4375143320 -2147483648   -12 +165754    988  20591          +0     +0
E03 FF 60383 073044    1 301 1712     +996537     +0       -5225     +0  104 371  155   +0  495   +0  0  0 *E1 80 -4375143320 -2147483648   -12 +165754    988   5533          +0     +0
E08 FF 60383 073044    1 207 2258    +2380796     +0       -5428     +0  104 371  219   +0  605   +0  0  0 *E1 9B -4375143320 -2147483648   -12 +165754    988    243          +0     +0
E15 FF 60383 073044    1 498 2673     +906999     +0       -4300     +0  104 371  102   +0  366   +0  0  0 *E1 8C -4375143320 -2147483648   -12 +165754    988   7365          +0     +0
E18 FF 60383 073044    1 164 3186    -4343580     +0       -5438     +0  104 371  273   +0  708   +0  0  0 *E1 9E -4375143320 -2147483648   -12 +165754    988   5678          +0     +0
E25 FF 60383 073044    1 352 1078      -25690     +0       -4811     +0  104 371  135   +0  458   +0  0  0 *E1 6D -4375143320 -2147483648   -12 +165754    988   -959          +0     +0
E30 FF 60383 073044    1 181 3427     +924227     +0       -5383     +0  104 370  248   +0  684   +0  0  0 *E1 85 -4375143320 -2147483648   -12 +165754    988   4819          +0     +0
E34 FF 60383 073044    1 441 3510     +994285     +0       -4439     +0  104 371  112   +0  404   +0  0  0 *E1 7A -4375143320 -2147483648   -12 +165754    988 -26865         -10     +0
C01 FF 60383 073044    1 459  820    -8881890     +0       -4195     +0    0   7  109   +0  393   +0  0  0 B1i 82 -4375143320 -2147483648   -12 +165754    988     94          +0     +0
C02 FF 60383 073044    1 629 2794    -5108457     +0       -3739     +0    0   7   88   +0  324   +0  0  0 B1i 85 -4375143320 -2147483648   -12 +165754    988     23        -244     +0
C03 FF 60383 073044    1 822  338     -537834     +0       -3566     +0    0   7   79   +0  298   +0  0  0 B1i 61 -4375143320 -2147483648   -12 +165754    988    173        -434     +0
C04 FF 60383 073044    1 290  846     +340853     +0       -4667     +0    0   7  161   +0  530   +0  0  0 B1i 5C -4375143320 -2147483648   -12 +165754    988   -133        +654     +0
C05 FF 60383 073044    1 347 2733    +8778307     +0       -4407     +0    0   7  137   +0  479   +0  0  0 B1i 95 -4375143320 -2147483648   -12 +165754    988    141          +0     +0
C06 FF 60383 073044    1 559 2056    -2724737     +0       -4059     +0    0   7   94   +0  342   +0  0  0 B1i 7D -4375143320 -2147483648   -12 +165754    988 -20579         +70     +0
C07 FF 60383 073044    1 304   91    +9165932     +0       -4639     +0    0   7  154   +0  530   +0  0  0 B1i 60 -4375143320 -2147483648   -12 +165754    988  11775        +650     +0
C08 FF 60383 073044    1 773 1243     -632678     +0       -3611     +0    0   7   80   +0  299   +0  0  0 B1i 69 -4375143320 -2147483648   -12 +165754    988    879        -384     +0
C09 FF 60383 073044    1 589 2311    +6181489     +0       -3963     +0    0   7   91   +0  333   +0  0  0 B1i 80 -4375143320 -2147483648   -12 +165754    988 -17201         -27     +0
C10 FF 60383 073044    1 269 3533     -463728     +0       -4781     +0    0   7  172   +0  573   +0  0  0 B1i 7A -4375143320 -2147483648   -12 +165754    988   4485        +797     +0
C13 FF 60383 073044    1 715 1795    -4250822     +0       -3727     +0    0   7   82   +0  305   +0  0  0 B1i 72 -4375143320 -2147483648   -12 +165754    988   1090        -264     +0
C16 FF 60383 073044    1 525 1947    +3948152     +0       -4163     +0    0   7   98   +0  355   +0  0  0 B1i 81 -4375143320 -2147483648   -12 +165754    988  -1947        +170     +0
C29 FF 60383 073044    1 161   81    -2548679     +0       -5218     +0    0   7  278   +0  728   +0  0  0 B1i 76 -4375143320 -2147483648   -12 +165754    988  -5399       +1241     +0
J02 FF 60383 073044    1 500  594      +22610     +0       -4304     +0    0 189  102   +0  366   +0  0  0 L1C 44 -4375143320 -2147483648   -12 +165754    988   3689        -330     +0
J03 FF 60383 073044    1 300  296       -2280     +0       -4922     +0    0 189  155   +0  522   +0  0  0 L1C 3D -4375143320 -2147483648   -12 +165754    988  -1469        +294     +0
J04 FF 60383 073044    1 449 1057     -509595     +0       -4572     +0    0 189  110   +0  389   +0  0  0 L1C 90 -4375143320 -2147483648   -12 +165754    988  10304         -63     +0
J07 FF 60383 073044    1 654  732       -4043     +0       -4075     +0    0 189   86   +0  312   +0  0  0 L1C 36 -4375143320 -2147483648   -12 +165754    988      5          +0     +0
R01 FF 60383 073044    1 247 1315     -801308     +0       -5046     +0   83  32  185   +0  534   +0  1  0 L1C 81 -4375143320 -2147483648   -12 +165754    988 -2147483647        +574     +0
R02 FF 60383 073044    1 177 1846     +220414     +0       -5636     +0   83  32  254   +0  607   +0 -4  0 L1C 97 -4375143320 -2147483648   -12 +165754    988 2147483647       +1177     +0
R12 FF 60383 073044    1 601 1292     -381715     +0       -3980     +0   67  32   90   +0  312   +0 -1  0 L1C 7F -4375143320 -2147483648   -12 +165754    988 2147483647        -524     +0
R13 FF 60383 073044    1 618   11     +449283     +0       -3666     +0  167  30   89   +0  312   +0 -2  0 L1C 78 -4375143320 -2147483648   -12 +165754    988 -2147483647        -717     +0
R17 FF 60383 073044    1 225 2644     -693276     +0       -4642     +0  133  32  203   +0  580   +0  4  0 L1C 9F -4375143320 -2147483648   -12 +165754    988 -2147483647        +227     +0
R24 FF 60383 073044    1 270 3229     +472451     +0       -4741     +0   83  32  171   +0  541   +0  2  0 L1C 84 -4375143320 -2147483648   -12 +165754    988 -2147483647          +0     +0
G03 FF 60383 073045    1 212  553    -2515468     +0       -5257     +0    0  59  214   +0  623   +0  0  0 L1C 68 -4375143360 -2147483648   -12 +165852    988  -4209        +624     +0
G06 FF 60383 073045    1 521 2802    -3690274     +0       -4235     +0    0  22   99   +0  356   +0  0  0 L1C 6C -4375143360 -2147483648   -12 +165852    988   -785        -407     +0
G07 FF 60383 073045    1 502 1746     +834103     +0       -4488     +0    0  87  102   +0  358   +0  0  0 L1C 6C -4375143360 -2147483648   -12 +165852    988 -26608        -153     +0
G09 FF 60383 073045    1 249 1493    -1245336     +0       -5375     +0    0  83  184   +0  547   +0  0  0 L1C 8E -4375143360 -2147483648   -12 +165852    988  21959        +744     +0
G11 FF 60383 073045    1 291 2399    +6055902     +0       -4992     +0    0 213  160   +0  516   +0  0  0 L1C 90 -4375143360 -2147483648   -12 +165852    988  23018        +357     +0
G14 FF 60383 073045    1 421  100    -3505304     +0       -4477     +0    0 129  116   +0  417   +0  0  0 L1C 68 -4375143360 -2147483648   -12 +165852    988  27282        -163     +0
G17 FF 60383 073045    1 151 3517    -7143093     +0       -5584     +0    0   9  295   +0  733   +0  0  0 L1C 77 -4375143360 -2147483648   -12 +165852    988   -788        +961     +0
G22 FF 60383 073045    1 252 3520     -167843     +0       -5107     +0    0  81  182   +0  583   +0  0  0 L1C 66 -4375143360 -2147483648   -12 +165852    988  20833        +474     +0
G30 FF 60383 073045    1 649 2401    +4195762     +0       -4070     +0    0 143   86   +0  312   +0  0  0 L1C 75 -4375143360 -2147483648   -12 +165852    988   -839        -564     +0
E02 FF 60383 073045    1 508  354    -1114840     +0       -4216     +0  104 371  101   +0  364   +0  0  0 *E1 69 -4375143360 -2147483648   -12 +165852    988  20587          +0     +0
E03 FF 60383 073045    1 301 1712     +996536     +0       -5225     +0  104 371  155   +0  495   +0  0  0 *E1 80 -4375143360 -2147483648   -12 +165852    988   5540          +0     +0
E08 FF 60383 073045    1 207 2258    +2380795     +0       -5429     +0  104 371  219   +0  605   +0  0  0 *E1 9C -4375143360 -2147483648   -12 +165852    988    244          +0     +0
E15 FF 60383 073045    1 498 2673     +906991     +0       -4308     +0  104 371  102   +0  366   +0  0  0 *E1 8D -4375143360 -2147483648   -12 +165852    988   7358          +0     +0
E18 FF 60383 073045    1 164 3186    -4343585     +0       -5442     +0  104 371  273   +0  708   +0  0  0 *E1 9F -4375143360 -2147483648   -12 +165852    988   5679          +0     +0
E25 FF 60383 073045    1 352 1078      -25691     +0       -4811     +0  104 371  135   +0  458   +0  0  0 *E1 6F -4375143360 -2147483648   -12 +165852    988   -960          +0     +0
E30 FF 60383 073045    1 181 3427     +924223     +0       -5388     +0  104 370  248   +0  683   +0  0  0 *E1 86 -4375143360 -2147483648   -12 +165852    988   4819          +0     +0
E34 FF 60383 073045    1 441 3510     +994281     +0       -4444     +0  104 371  112   +0  404   +0  0  0 *E1 73 -4375143360 -2147483648   -12 +165852    988 -26867         -17     +0
C01 FF 60383 073045    1 459  820    -8881890     +0       -4196     +0    0   7  109   +0  393   +0  0  0 B1i 84 -4375143360 -2147483648   -12 +165852    988     94          +0     +0
C02 FF 60383 073045    1 629 2794    -5108463     +0       -3745     +0    0   7   88   +0  324   +0  0  0 B1i 80 -4375143360 -2147483648   -12 +165852    988     23        -247     +0
C03 FF 60383 073045    1 822  338     -537838     +0       -3570     +0    0   7   79   +0  298   +0  0  0 B1i 61 -4375143360 -2147483648   -12 +165852    988    173        -437     +0
C04 FF 60383 073045    1 290  846     +340848     +0       -4673     +0    0   7  161   +0  530   +0  0  0 B1i 5E -4375143360 -2147483648   -12 +165852    988   -133        +654     +0
C05 FF 60383 073045    1 347 2733    +8778300     +0       -4415     +0    0   7  137   +0  479   +0  0  0 B1i 8E -4375143360 -2147483648   -12 +165852    988    141          +0     +0
C06 FF 60383 073045    1 559 2056    -2724740     +0       -4062     +0    0   7   94   +0  342   +0  0  0 B1i 72 -4375143360 -2147483648   -12 +165852    988 -20579         +67     +0
C07 FF 60383 073045    1 304   91    +9165930     +0       -4641     +0    0   7  154   +0  530   +0  0  0 B1i 58 -4375143360 -2147483648   -12 +165852    988  11777        +654     +0
C08 FF 60383 073045    1 773 1243     -632679     +0       -3613     +0    0   7   80   +0  299   +0  0  0 B1i 6D -4375143360 -2147483648   -12 +165852    988    879        -380     +0
C09 FF 60383 073045    1 589 2311    +6181485     +0       -3968     +0    0   7   91   +0  333   +0  0  0 B1i 82 -4375143360 -2147483648   -12 +165852    988 -17203         -30     +0
C10 FF 60383 073045    1 269 3533     -463728     +0       -4782     +0    0   7  172   +0  573   +0  0  0 B1i 7C -4375143360 -2147483648   -12 +165852    988   4487        +797     +0
C13 FF 60383 073045    1 715 1795    -4250828     +0       -3734     +0    0   7   82   +0  305   +0  0  0 B1i 77 -4375143360 -2147483648   -12 +165852    988   1090        -267     +0
C16 FF 60383 073045    1 525 1947    +3948145     +0       -4169     +0    0   7   98   +0  355   +0  0  0 B1i 8A -4375143360 -2147483648   -12 +165852    988  -1947        +170     +0
C29 FF 60383 073045    1 161   81    -2548684     +0       -5222     +0    0   7  278   +0  728   +0  0  0 B1i 6E -4375143360 -2147483648   -12 +165852    988  -5392       +1241     +0
J02 FF 60383 073045    1 501  594      +22606     +0       -4308     +0    0 189  102   +0  366   +0  0  0 L1C 4F -4375143360 -2147483648   -12 +165852    988   3689        -334     +0
J03 FF 60383 073045    1 300  296       -2284     +0       -4925     +0    0 189  155   +0  522   +0  0  0 L1C 45 -4375143360 -2147483648   -12 +165852    988  -1469        +290     +0
J04 FF 60383 073045    1 449 1057     -509598     +0       -4575     +0    0 189  110   +0  389   +0  0  0 L1C 97 -4375143360 -2147483648   -12 +165852    988  10303         -63     +0
J07 FF 60383 073045    1 654  732       -4046     +0       -4078     +0    0 189   86   +0  312   +0  0  0 L1C 3D -4375143360 -2147483648   -12 +165852    988      5          +0     +0
R01 FF 60383 073045    1 247 1315     -801313     +0       -5051     +0   83  32  185   +0  534   +0  1  0 L1C 7A -4375143360 -2147483648   -12 +165852    988 -2147483647        +577     +0
R02 FF 60383 073045    1 177 1846     +220414     +0       -5637     +0   83  32  254   +0  607   +0 -4  0 L1C 99 -4375143360 -2147483648   -12 +165852    988 2147483647       +1177     +0
R12 FF 60383 073045    1 601 1292     -381717     +0       -3982     +0   67  32   90   +0  312   +0 -1  0 L1C 84 -4375143360 -2147483648   -12 +165852    988 -2147483647        -520     +0
R13 FF 60383 073045    1 618   11     +449280     +0       -3669     +0  167  30   89   +0  312   +0 -2  0 L1C 79 -4375143360 -2147483648   -12 +165852    988 -2147483647        -714     +0
R17 FF 60383 073045    1 225 2644     -693277     +0       -4643     +0  133  32  203   +0  580   +0  4  0 L1C A2 -4375143360 -2147483648   -12 +165852    988 2147483647        +223     +0
R24 FF 60383 073045    1 270 3229     +472445     +0       -4747     +0   83  32  171   +0  541   +0  2  0 L1C 8E -4375143360 -2147483648   -12 +165852    988 -2147483647          +0     +0
G03 FF 60383 073046    1 212  553    -2515463     +0       -5252     +0    0  59  214   +0  623   +0  0  0 L1C 5F -4375143320 -2147483648   -12 +165949    988  -4210        +624     +0
G06 FF 60383 073046    1 521 2802    -3690270     +0       -4231     +0    0  22   99   +0  356   +0  0  0 L1C 65 -4375143320 -2147483648   -12 +165949    988   -786        -407     +0
G07 FF 60383 073046    1 502 1746     +834109     +0       -4482     +0    0  87  102   +0  358   +0  0  0 L1C 6D -4375143320 -2147483648   -12 +165949    988 -26606        -153     +0
G09 FF 60383 073046    1 249 1493    -1245331     +0       -5370     +0    0  83  184   +0  547   +0  0  0 L1C 85 -4375143320 -2147483648   -12 +165949    988  21964        +741     +0
G11 FF 60383 073046    1 291 2399    +6055907     +0       -4986     +0    0 213  160   +0  516   +0  0  0 L1C 99 -4375143320 -2147483648   -12 +165949    988  23016        +357     +0
G14 FF 60383 073046    1 421  100    -3505301     +0       -4474     +0    0 129  116   +0  417   +0  0  0 L1C 63 -4375143320 -2147483648   -12 +165949    988  27282        -163     +0
G17 FF 60383 073046    1 151 3517    -7143086     +0       -5577     +0    0   9  295   +0  733   +0  0  0 L1C 7C -4375143320 -2147483648   -12 +165949    988   -788        +957     +0
G22 FF 60383 073046    1 252 3520     -167836     +0       -5100     +0    0  81  182   +0  583   +0  0  0 L1C 62 -4375143320 -2147483648   -12 +165949    988  20838        +474     +0
G30 FF 60383 073046    1 649 2401    +4195767     +0       -4064     +0    0 143   86   +0  312   +0  0  0 L1C 7E -4375143320 -2147483648   -12 +165949    988   -840        -560     +0
E02 FF 60383 073046    1 508  354    -1114835     +0       -4211     +0  104 371  101   +0  364   +0  0  0 *E1 69 -4375143320 -2147483648   -12 +165949    988  20582          +0     +0
E03 FF 60383 073046    1 301 1712     +996540     +0       -5222     +0  104 371  155   +0  495   +0  0  0 *E1 79 -4375143320 -2147483648   -12 +165949    988   5546          +0     +0
E08 FF 60383 073046    1 207 2258    +2380800     +0       -5424     +0  104 371  219   +0  605   +0  0  0 *E1 8B -4375143320 -2147483648   -12 +165949    988    244          +0     +0
E15 FF 60383 073046    1 498 2673     +906996     +0       -4304     +0  104 371  102   +0  366   +0  0  0 *E1 8F -4375143320 -2147483648   -12 +165949    988   7351          +0     +0
E18 FF 60383 073046    1 164 3186    -4343573     +0       -5430     +0  104 371  273   +0  708   +0  0  0 *E1 9A -4375143320 -2147483648   -12 +165949    988   5679          +0     +0
E25 FF 60383 073046    1 352 1078      -25684     +0       -4804     +0  104 371  135   +0  458   +0  0  0 *E1 74 -4375143320 -2147483648   -12 +165949    988   -960          +0     +0
E30 FF 60383 073046    1 181 3427     +924223     +0       -5387     +0  104 370  248   +0  683   +0  0  0 *E1 86 -4375143320 -2147483648   -12 +165949    988   4819          +0     +0
